"","File Name","Time (s) @ BFC","Back Knee Flexion @ BFC","Back Knee Extension Velocity @ BFC","COM (X) @ BFC","COM (Z) @ BFC","COM Velocity (X) @ BFC","COM Velocity (Z) @ BFC","Pelvis Rotation (Y) @ BFC","Trunk Rotation (Y) @ BFC","Trunk Flexion @ BFC","Shoulder Abduction @ BFC","Shoulder H Abduction @ BFC","Elbow Flexion @ BFC","Time (s) @ FFC","Stride Length (X) @ FFC","Stride Angle @ FFC","Back Knee Extension Velocity @ FFC","Front Knee Flexion @ FFC","Pelvis Rotation (Y) @ FFC","Trunk Rotation (Y) @ FFC","Trunk Flexion @ FFC","Shoulder Abduction @ FFC","Shoulder H Abduction @ FFC","Elbow Flexion @ FFC","COM (X) @ FFC","COM (Z) @ FFC","COM Velocity (X) @ FFC","COM Velocity (Z) @ FFC","Time (s) @ MAW","Front Knee Flexion @ MAW","Pelvis Rotation (Y) @ MAW","Trunk Rotation (Y) @ MAW","Shoulder Abduction @ MAW","Shoulder H Abduction @ MAW","Elbow Flexion @ MAW","Time (s) @ BR","Height @ BR","Front Knee Flexion @ BR","Front Knee Extension Velocity @ BR","Pelvis Rotation (Y) @ BR","Trunk Flexion @ BR","Trunk Rotation (Y) @ BR","Lateral Trunk Flexion @ BR","Shoulder Abduction @ BR","Shoulder H Abduction @ BR","Elbow Flexion @ BR","COM (X) @ BR","COM (Z) @ BR","COM Velocity (X) @ BR","COM Velocity (Z) @ BR","Hand COM (X) @ BR","Hand COM (Z) @ BR","Front Knee Extension Velocity (max)","Pelvis Rotation Velocity (max)","Trunk Rotation Velocity (max)","Trunk Flexion Velocity (max)","Trunk Flexion (max)","Shoulder Rotation Velocity (max)","Elbow Flexion (max)","Shoulder Rotation (max)","Elbow Extension Velocity (max)","Forearm Pronation (max)","COM Displacement (X) - stride","COM Displacement (X) - action","COM Displacement (X) - total","COM Displacement (Z) - stride","COM Displacement (Z) - action","COM Displacement (Z) - total","Δ COM Velocity (X) - stride","Δ COM Velocity (X) - action","Δ COM Velocity (X) - total","Δ COM Velocity (Z) - stride","Δ COM Velocity (Z) - action","Δ COM Velocity (Z) - total","Stretch (%height)","Span (%height)","Follow-Through (ms)"
"157","KOT012wl_throw17_rap17 - KOT_RH (6Hz)",1.13,-65.354795,158.445762,-1.130688,-0.377581,2.091642,-0.34533,-70.143766,-61.362398,16.961134,27.21342,46.528528,60.861148,1.47,0.616062,8.029703,-34.519835,-57.125594,-57.654245,-73.146341,6.222484,78.827303,-16.839414,89.016647,-0.35703,-0.418193,2.708049,-0.102736,1.44,-50.121559,-69.266984,-81.234392,75.534517,-5.348062,90.391872,1.59,1.74,-49.612365,283.366213,-8.983299,-26.889541,-0.579162,-16.04878,104.220014,43.491036,80.6515,-0.078264,-0.438112,1.774991,-0.141845,0.307835,-0.115765,348.002482,458.581406,792.8173,242.426847,18.659222,4250.051614,112.041644,-166.339937,-1164.262402,-39.986364,0.773658,0.278766,1.052424,-0.040612,-0.019919,-0.060531,0.616407,-0.933058,-0.316651,0.242594,-0.039109,0.203485,0.221895977011494,0.185256896551724,0.22
"158","KOT012wl_throw18_rap18 - KOT_RH (6Hz)",0.96,-71.578675,137.118758,-1.062118,-0.332632,2.347216,-0.212796,-64.615123,-59.25763,17.182551,25.665515,48.454487,53.86636,1.26,0.658888,10.428982,246.640898,-48.442131,-70.270365,-76.716588,10.022215,72.788895,-3.478495,88.016834,-0.334967,-0.359916,2.793281,-0.0574,1.24,-43.019394,-77.441196,-73.749803,73.262335,6.106402,83.857657,1.4,1.74,-49.200463,329.053719,-16.172137,-30.648695,-2.289879,-13.818534,100.744476,50.405428,64.877963,0.004932,-0.375559,1.820488,-0.070525,0.383855,-0.035713,446.134359,429.543287,792.07812,238.614944,20.250459,4884.868034,117.564201,-164.62327,-1351.722018,-45.970628,0.727151,0.339899,1.06705,-0.027284,-0.015643,-0.042927,0.446065,-0.972793,-0.526728,0.155396,-0.013125,0.142271,0.21777183908046,0.195313793103448,0.22
"159","KOT012wl_throw19_rap19 - KOT_RH (6Hz)",0.66,-69.07136,141.36757,-1.161122,-0.368433,1.841157,-0.182667,-69.526751,-62.565826,6.809796,13.419427,41.085877,59.435351,1.02,0.657235,15.743591,56.96371,-54.140482,-63.216101,-70.661807,-3.529494,73.67628,-8.484567,90.468687,-0.359546,-0.376089,2.661153,0.090754,0.97,-43.170479,-75.993034,-77.186828,69.603854,9.031854,83.060151,1.15,1.74,-49.586223,300.028277,-15.242433,-32.769605,-1.294203,-34.953066,106.556637,48.422191,72.784436,-0.072331,-0.373979,1.558988,0.055576,0.379052,-0.132945,382.911214,431.369644,741.665407,278.385989,11.553124,4022.755204,114.391531,-170.775659,-2796.296934,-253.875525,0.801576,0.287215,1.088791,-0.007656,0.00211,-0.005546,0.819996,-1.102165,-0.282169,0.273421,-0.035178,0.238243,0.259415517241379,0.138525287356322,0.22
"160","KOT012wl_throw2_rap2 - KOT_RH (6Hz)",0.7,-59.701728,130.889276,-1.080827,-0.347228,1.981315,-0.19492,-72.350572,-60.430437,9.755319,12.643795,51.310912,65.686173,1.03,0.61364,9.710023,210.434309,-53.994457,-70.839818,-75.870126,3.51467,68.142557,-3.749016,87.429228,-0.41263,-0.370122,2.494982,0.03519,1.01,-50.02062,-76.035218,-72.352049,69.331298,4.905967,82.187702,1.17,1.74,-40.672863,431.768146,-9.515905,-27.048445,-1.61748,-26.940461,90.676939,38.619784,86.814891,-0.105007,-0.384767,1.717686,-0.108669,0.10428,0.001313,504.916302,520.674542,805.010734,262.287677,12.096639,5751.92606,108.986386,-169.825462,-1316.096373,-32.035913,0.668197,0.307623,0.97582,-0.022894,-0.014645,-0.037539,0.513667,-0.777296,-0.263629,0.23011,-0.143859,0.086251,0.120279885057471,0.221885057471264,0.21
"161","KOT012wl_throw20_rap20 - KOT_RH (6Hz)",0.7,-68.203481,97.137831,-1.1672,-0.355341,2.15007,-0.217809,-74.871463,-56.784672,6.234024,20.140755,49.372946,53.067652,1.01,0.657164,7.652966,209.705919,-54.054144,-63.122922,-73.719076,-0.367526,67.656039,-2.085098,89.045779,-0.433508,-0.377436,2.750543,-0.053942,0.98,-45.992334,-72.651876,-70.740814,68.033884,11.362054,88.514907,1.14,1.74,-46.631441,394.069234,-10.300449,-30.782198,-3.260084,-27.599974,96.809038,43.889111,78.770567,-0.12843,-0.394124,1.840528,-0.160288,0.135982,-0.097162,493.347516,456.61129,766.205386,304.11866,11.57588,4216.803236,111.751203,-154.93575,-956.010549,-22.166545,0.733692,0.305078,1.03877,-0.022095,-0.016688,-0.038783,0.600473,-0.910015,-0.309542,0.163867,-0.106346,0.057521,0.15196091954023,0.170667816091954,0.22
"162","KOT012wl_throw3_rap3 - KOT_RH (6Hz)",0.69,-63.401338,173.033524,-1.071462,-0.3364,2.109634,-0.18958,-77.603522,-59.721963,8.243937,12.682157,48.213834,53.582905,1.01,0.616818,3.145614,187.521337,-57.687289,-58.104285,-79.198446,1.159989,64.365594,-6.375705,92.716306,-0.382882,-0.365921,2.590056,-0.055069,0.98,-50.027146,-64.975918,-75.83538,66.408791,6.798947,84.587548,1.15,1.74,-45.540156,394.782949,3.422928,-26.182169,2.269311,-32.073252,95.573413,35.244771,80.858887,-0.058904,-0.383101,1.776089,-0.03458,0.253147,-0.084537,484.564041,524.708217,803.449925,278.355571,9.995829,4464.378859,103.452919,-163.812321,-1644.897488,-65.881069,0.68858,0.323978,1.012558,-0.029521,-0.01718,-0.046701,0.480422,-0.813967,-0.333545,0.134511,0.020489,0.155,0.179339655172414,0.171588505747126,0.22
"163","KOT012wl_throw4_rap4 - KOT_RH (6Hz)",0.68,-64.821162,145.992092,-1.164601,-0.341305,1.870616,-0.122738,-70.911498,-55.291228,9.424539,10.09275,52.025091,50.363453,1.02,0.618023,10.888951,218.085007,-56.802299,-64.489785,-76.453752,0.127916,68.026994,-6.550852,94.397338,-0.449463,-0.346967,2.576657,0.037526,0.99,-48.983149,-73.426214,-72.399138,67.702062,3.300485,97.989115,1.18,1.74,-38.670906,467.822451,-3.231188,-37.025891,-1.28543,-34.549539,116.413429,56.890359,55.446087,-0.109092,-0.344216,1.432425,0.217143,0.429018,-0.06175,512.561001,483.507412,766.036945,283.610475,13.352221,7232.394882,118.467316,-170.868236,-2494.043995,-134.293419,0.715138,0.340371,1.055509,-0.005662,0.002751,-0.002911,0.706041,-1.144232,-0.438191,0.160264,0.179617,0.339881,0.309258620689655,0.162336781609195,0.19
"164","KOT012wl_throw5_rap5 - KOT_RH (6Hz)",0.94,-62.400397,94.715434,-1.070358,-0.373105,2.056716,-0.140207,-77.672015,-58.494088,9.156491,19.201782,51.194344,50.058682,1.25,0.617516,3.498892,153.075281,-60.558872,-58.088425,-76.481211,1.705457,68.941406,-12.639026,88.023634,-0.373074,-0.392608,2.678941,-0.059473,1.22,-53.152612,-66.74973,-74.707771,67.85526,1.822682,83.266055,1.39,1.74,-51.207559,313.161647,-1.259377,-28.178399,1.277677,-27.220118,101.153703,38.893971,53.77582,-0.048467,-0.411192,1.795424,-0.118119,0.290322,-0.047807,430.822144,480.047989,795.687986,252.748643,11.723833,4330.253332,105.152113,-168.240137,-1001.913285,-73.402207,0.697284,0.324607,1.021891,-0.019503,-0.018584,-0.038087,0.622225,-0.883517,-0.261292,0.080734,-0.058646,0.022088,0.19470632183908,0.208841954022989,0.22
"165","KOT012wl_throw6_rap6 - KOT_RH (6Hz)",1.14,-70.434671,165.953241,-1.060737,-0.339437,2.341598,-0.216114,-80.246125,-59.384854,8.170032,22.303487,55.072436,42.068454,1.43,0.618399,1.788462,139.570065,-53.807105,-63.943117,-74.877431,2.555263,68.3381,-9.804346,95.899737,-0.35425,-0.377683,2.759285,-0.108863,1.39,-40.684656,-73.518785,-71.534883,69.121471,6.910894,85.971511,1.54,1.74,-55.527252,261.816725,-14.34093,-20.863739,-5.212226,-21.743805,88.064103,22.05113,82.924666,-0.076546,-0.394846,2.114117,-0.185011,-0.081664,-0.077358,446.370708,503.536853,812.604205,243.82264,11.481525,4663.471971,100.573103,-163.45382,-1100.245336,-54.452639,0.706487,0.277704,0.984191,-0.038246,-0.017163,-0.055409,0.417687,-0.645168,-0.227481,0.107251,-0.076148,0.031103,-0.00294137931034483,0.182464367816092,0.23
"166","KOT012wl_throw7_rap7 - KOT_RH (6Hz)",0.72,-65.863052,76.596628,-1.037251,-0.349608,2.094329,0.075848,-72.766416,-58.538146,11.54929,-1.051823,45.687472,7.327002,1.01,0.631886,11.588044,275.247204,-54.861856,-62.858601,-79.898053,3.365425,66.570289,0.153087,87.044369,-0.385148,-0.327902,2.691195,0.070933,0.99,-48.886977,-68.186941,-75.387531,67.980354,8.606405,84.012062,1.14,1.74,-62.832145,193.312981,-11.16098,-21.199457,-7.220732,-28.451163,88.76399,28.077752,91.052836,-0.062056,-0.324958,2.049315,0.042992,0.0269,0.02635,302.899924,455.674785,792.345742,307.709102,12.678545,6255.725386,113.263738,-168.134771,-1542.090163,-265.560949,0.652103,0.323092,0.975195,0.0217059999999999,0.002944,0.0246499999999999,0.596866,-0.64188,-0.0450140000000001,-0.004915,-0.027941,-0.032856,0.0511241379310345,0.201901149425287,0.23
"167","KOT012wl_throw8_rap8 - KOT_RH (6Hz)",0.95,-68.181765,145.845828,-1.033181,-0.345151,2.337187,-0.054025,-77.619684,-58.150199,11.877982,5.546981,47.49807,24.422006,1.25,0.63188,6.550143,219.35397,-54.171403,-53.594943,-82.414246,2.467686,66.97628,-10.423507,93.671324,-0.321319,-0.352964,2.794733,0.006319,1.22,-45.055028,-61.999067,-79.122874,68.200247,2.301415,89.206134,1.38,1.74,-51.124516,313.412134,-0.277103,-23.193699,-2.165958,-26.764753,92.95877,30.412649,108.108963,0.001798,-0.36176,1.980422,-0.013536,0.192842,-0.064224,414.750687,480.338743,803.185414,285.7087,12.984273,5458.772682,111.000544,-166.610643,-3480.747361,-258.488696,0.711862,0.323117,1.034979,-0.00781300000000001,-0.00879600000000003,-0.016609,0.457546,-0.814311,-0.356765,0.060344,-0.019855,0.040489,0.109795402298851,0.170997701149425,0.21
"168","KOT012wl_throw9_rap9 - KOT_RH (6Hz)",0.95,-64.605516,122.184441,-1.011548,-0.352017,2.198884,-0.174837,-76.253232,-62.326432,12.131232,19.163376,50.152618,45.533926,1.25,0.637527,8.574254,199.309129,-54.100178,-55.329068,-79.032824,4.910611,68.154365,-9.197958,91.982212,-0.318811,-0.385992,2.728126,-0.078349,1.22,-46.622451,-62.906074,-76.975788,69.199238,4.770716,86.0065,1.4,1.74,-45.640352,386.312827,2.763957,-26.402442,4.965876,-28.048976,103.504362,37.185976,46.627541,0.038334,-0.412571,1.697992,-0.174648,0.510441,-0.127244,478.196143,470.754056,791.818406,291.627433,13.175009,4579.932564,108.594774,-165.94735,-1740.435532,-14.301641,0.692737,0.357145,1.049882,-0.033975,-0.026579,-0.060554,0.529242,-1.030134,-0.500892,0.096488,-0.096299,0.000188999999999995,0.271325862068966,0.163981034482759,0.21
"169","KOT013ab_throw1_rap1 - KOT_RH (6Hz)",0.62,-66.701182,244.280634,-1.126073,-0.286333,1.870073,-0.340442,-74.896709,-64.937733,7.559938,30.932997,40.441738,102.961721,1.01,0.609611,-0.022443,166.307487,-36.656383,-63.513609,-60.49042,-1.56506,88.908537,-14.501691,90.479745,-0.364294,-0.383326,2.269409,-0.3457,0.93,-23.931906,-73.377151,-66.269625,104.972167,4.305977,98.067359,1.13,1.85,-28.008109,231.01381,-16.663213,-22.971791,1.127009,-18.977607,87.431633,18.952394,81.117235,-0.143949,-0.428597,1.31601,-0.343561,0.085875,0.090917,326.030968,461.570127,639.075984,183.19543,10.869343,7021.434017,138.651049,-131.483186,-1591.271387,-12.982397,0.761779,0.220345,0.982124,-0.096993,-0.045271,-0.142264,0.399336,-0.953399,-0.554063,-0.00525799999999998,0.002139,-0.00311899999999998,0.124229189189189,0.280818378378378,0.3
"170","KOT013ab_throw10_rap10 - KOT_RH (6Hz)",0.64,-55.854181,291.839231,-1.214052,-0.229271,1.852478,-0.406454,-80.616948,-72.797719,5.441825,14.754334,40.10458,95.415908,1.01,0.570462,9.485467,275.055507,-31.399632,-73.046219,-73.857239,2.449679,107.804726,-6.311648,95.33716,-0.506404,-0.316645,2.187377,-0.181113,1.01,-31.399632,-73.046219,-73.857239,107.804726,-6.311648,95.33716,1.2,1.85,-30.832085,215.604307,-9.893462,-23.790654,11.807009,-25.51105,94.32973,9.447816,101.415248,-0.153259,-0.366269,1.37629,-0.196065,0.244591,0.00457,362.697905,455.548526,645.939261,159.062095,10.573979,8413.785771,125.019792,-145.437736,-3324.89772,-84.739854,0.707648,0.353145,1.060793,-0.087374,-0.049624,-0.136998,0.334899,-0.811087,-0.476188,0.225341,-0.014952,0.210389,0.215054054054054,0.200453513513514,0.28
"171","KOT013ab_throw11_rap11 - KOT_RH (6Hz)",0.95,-58.291346,265.873737,-1.189417,-0.243699,2.060996,-0.304019,-82.306287,-70.027887,7.115976,15.939037,47.745399,104.819033,1.29,0.594099,15.652092,218.00508,-30.69704,-73.047796,-72.860981,2.050188,108.44943,-5.358625,92.189475,-0.487998,-0.299092,2.263563,-0.1152,1.27,-25.878427,-75.303003,-75.18849,111.743032,-0.951714,92.546607,1.47,1.85,-31.381887,219.345363,-14.190437,-25.775153,7.789041,-22.361113,103.701159,6.761202,46.161,-0.14839,-0.337278,1.330492,-0.177161,0.22602,0.114353,297.316035,433.453823,628.950085,171.540658,9.69792,4573.69876,141.504435,-133.310776,-3873.823207,-265.849841,0.701419,0.339608,1.041027,-0.055393,-0.038186,-0.093579,0.202567,-0.933071,-0.730504,0.188819,-0.061961,0.126858,0.202383783783784,0.244124864864865,0.27
"172","KOT013ab_throw12_rap12 - KOT_RH (6Hz)",0.69,-56.915911,221.817287,-1.140475,-0.251055,1.827636,-0.288223,-84.520984,-74.155954,13.906579,43.916054,46.685863,125.37928,1.01,0.599003,9.582904,234.662266,-28.766348,-67.034412,-66.74036,3.66369,102.335421,-10.050949,94.08501,-0.521618,-0.322041,2.196145,-0.206568,0.93,-13.84169,-76.663872,-74.232243,113.294833,3.117184,95.752165,1.17,1.85,-27.466276,133.730174,-10.04364,-25.832882,8.627346,-14.360308,111.494743,31.488762,70.120236,-0.250326,-0.371019,1.238179,-0.290875,0.259322,0.044667,339.266002,465.122024,610.656937,222.647926,14.921468,4278.524079,171.669485,-132.610227,-2739.87021,-71.073965,0.618857,0.271292,0.890149,-0.070986,-0.048978,-0.119964,0.368509,-0.957966,-0.589457,0.081655,-0.084307,-0.00265199999999999,0.275485405405405,0.224695135135135,0.31
"173","KOT013ab_throw13_rap13 - KOT_RH (6Hz)",0.95,-58.030942,206.035123,-1.310735,-0.255667,2.014522,-0.150495,-76.077825,-67.617095,5.751004,13.721229,61.807812,126.540955,1.31,0.637264,11.496428,346.990546,-28.550531,-70.982496,-70.047025,-0.332842,104.586578,-14.065069,88.577423,-0.558595,-0.315522,2.382702,-0.16469,1.26,-17.703171,-74.656691,-70.83731,111.781844,-1.160949,101.830976,1.5,1.85,-22.973641,161.782107,-9.143623,-30.157367,6.962004,-22.520799,126.853109,31.171835,59.055259,-0.187951,-0.372271,1.465388,-0.315222,0.397089,0.024802,322.368751,448.878239,592.171409,187.497545,8.617135,6270.12891,142.446903,-122.741182,-641.688973,-35.743295,0.75214,0.370644,1.122784,-0.059855,-0.056749,-0.116604,0.36818,-0.917314,-0.549134,-0.014195,-0.150532,-0.164727,0.316237837837838,0.214634054054054,0.24
"174","KOT013ab_throw14_rap14 - KOT_RH (6Hz)",0.58,-56.435354,295.311766,-1.353025,-0.303198,1.778335,-0.24558,-80.39745,-71.908014,7.530826,-4.797855,79.823963,129.374294,1.01,0.617812,11.135227,183.29928,-28.271259,-71.35099,-71.282414,3.371561,107.872969,-5.332476,94.197869,-0.546148,-0.366367,2.255375,-0.100344,0.97,-17.566257,-73.515467,-74.218244,113.413969,3.775961,89.135138,1.2,1.85,-33.455569,99.377145,-11.777006,-27.760772,6.642807,-18.984749,106.343477,19.225116,75.533085,-0.19367,-0.417187,1.191336,-0.223924,0.205292,0.077353,261.296479,435.766996,583.773096,159.748347,13.612965,7232.634123,144.751792,-138.550425,-1628.379553,-268.186208,0.806877,0.352478,1.159355,-0.063169,-0.05082,-0.113989,0.47704,-1.064039,-0.586999,0.145236,-0.12358,0.021656,0.215655135135135,0.267318918918919,0.28
"175","KOT013ab_throw15_rap15 - KOT_RH (6Hz)",0.68,-60.319712,188.867301,-1.180496,-0.328444,2.218136,-0.187647,-80.910686,-69.16047,12.545854,23.721341,61.240744,110.624082,1,0.617402,13.16137,281.260587,-25.495048,-70.515355,-71.389116,6.767826,106.75449,-10.671965,96.695106,-0.477967,-0.380385,2.460641,-0.132699,0.97,-20.345021,-74.904852,-74.947093,113.500719,-5.37556,93.233204,1.17,1.85,-34.911621,90.781957,-13.672051,-25.455216,6.192342,-14.971712,110.572649,25.434595,76.040332,-0.129335,-0.412943,1.571497,-0.171854,0.28191,0.026786,353.709202,443.660045,625.180887,189.795293,15.92657,5408.961882,145.58539,-140.478872,-1318.6478,-57.370795,0.702529,0.348632,1.051161,-0.051941,-0.032558,-0.084499,0.242505,-0.889144,-0.646639,0.054948,-0.039155,0.015793,0.222294594594595,0.237691351351351,0.29
"176","KOT013ab_throw16_rap16 - KOT_RH (6Hz)",0.6,-58.270479,273.9088,-1.416749,-0.313079,2.190276,-0.181292,-81.847309,-73.24091,15.065399,11.160536,72.954036,129.039955,1.01,0.611679,9.718823,246.929097,-32.047302,-61.12833,-61.377565,-1.368052,96.418001,-8.956907,99.135035,-0.546645,-0.367076,2.415983,-0.199889,0.96,-21.26055,-73.33253,-72.08456,111.533769,-5.210331,104.729131,1.15,1.85,-28.954293,141.14628,-9.387148,-27.594993,6.674865,-18.143605,106.113884,33.090029,77.02691,-0.282086,-0.40317,1.412988,-0.31203,0.197749,0.022434,297.579241,444.874006,600.707124,157.693903,15.096689,4860.786364,148.386233,-127.602938,-1242.995117,-26.176869,0.870104,0.264559,1.134663,-0.053997,-0.036094,-0.090091,0.225707,-1.002995,-0.777288,-0.018597,-0.112141,-0.130738,0.25937027027027,0.230056216216216,0.28
"177","KOT013ab_throw17_rap17 - KOT_RH (6Hz)",0.64,-62.790044,317.018062,-1.325815,-0.266913,2.225356,-0.198856,-82.941494,-70.749841,9.116202,13.763812,58.48302,119.321254,1.01,0.617231,7.055669,389.667624,-27.656338,-69.236885,-67.011652,2.3573,101.386445,-11.639083,96.267776,-0.525254,-0.343017,2.444626,-0.189668,0.96,-19.115968,-77.414792,-68.458976,111.872467,-3.857343,109.378919,1.16,1.85,-30.173012,181.863681,-14.09596,-25.950369,3.167276,-20.656079,91.586635,25.725606,82.482758,-0.210058,-0.378308,1.448514,-0.217603,0.014266,0.132653,336.92766,437.709056,620.264181,163.058403,14.92548,10107.49963,139.012422,-132.130248,-1912.577282,-62.90205,0.800561,0.315196,1.115757,-0.076104,-0.035291,-0.111395,0.21927,-0.996112,-0.776842,0.009188,-0.027935,-0.018747,0.121256216216216,0.276195135135135,0.28
"178","KOT013ab_throw18_rap18 - KOT_RH (6Hz)",0.94,-52.064454,319.018919,-1.366306,-0.193963,2.421522,-0.024021,-80.568285,-61.415296,2.746755,13.379816,48.774889,111.334518,1.31,0.587013,5.977665,348.15797,-30.312453,-72.746085,-67.962627,0.270713,108.317189,-1.045642,105.116631,-0.5426,-0.247095,2.497647,-0.138874,1.3,-27.814536,-73.79979,-68.081618,108.924651,1.200462,105.500473,1.52,1.85,-31.260588,217.086016,-5.485381,-33.396503,14.482712,-26.927451,120.186699,26.566214,8.125444,-0.091324,-0.299292,1.552243,-0.268712,0.373333,0.169216,296.9598,475.130357,664.082053,147.521686,10.523889,5504.316458,125.033868,-141.461718,-2229.074817,-93.838596,0.823706,0.451276,1.274982,-0.053132,-0.052197,-0.105329,0.0761250000000002,-0.945404,-0.869279,-0.114853,-0.129838,-0.244691,0.251165945945946,0.253247567567568,0.24
"179","KOT013ab_throw19_rap19 - KOT_RH (6Hz)",0.74,-61.652312,192.299203,-1.105609,-0.278074,2.313291,-0.125626,-73.443628,-62.891033,-1.341126,10.791649,36.140257,102.190248,1.01,0.570527,16.886965,227.123433,-29.827246,-72.576894,-72.791074,-0.550158,103.954321,1.522551,101.495278,-0.493976,-0.299825,2.467479,0.02235,1.03,-35.710739,-70.629276,-72.871363,104.477201,-3.587481,102.192663,1.22,1.85,-49.632372,80.754141,-9.53939,-21.175655,9.107841,-32.406412,91.85312,9.996724,99.960535,-0.019946,-0.330515,1.700242,-0.15134,0.204297,0.147971,393.99712,436.201427,652.93618,172.956179,1.684402,6500.507678,127.865416,-137.174653,-2659.347415,-59.414689,0.611633,0.47403,1.085663,-0.021751,-0.03069,-0.052441,0.154188,-0.767237,-0.613049,0.147976,-0.17369,-0.025714,0.121212432432432,0.258641081081081,0.24
"180","KOT013ab_throw2_rap2 - KOT_RH (6Hz)",0.95,-64.874146,172.452224,-1.061223,-0.279843,1.934789,-0.288308,-82.79191,-71.521969,8.40849,24.585645,45.711568,84.757659,1.22,0.593161,8.8834,266.048024,-30.734103,-75.525751,-70.144145,4.599962,107.577278,-5.554385,93.8608,-0.500681,-0.32385,2.323956,-0.16363,1.21,-28.592033,-76.890112,-70.232822,108.824743,-3.334219,91.949338,1.38,1.85,-23.691504,263.210057,-15.314822,-22.534316,1.39307,-18.642517,92.472725,15.384745,64.120655,-0.188485,-0.368059,1.381146,-0.285114,-0.079127,0.166116,361.537774,496.633585,676.188176,187.304993,12.319298,5994.288859,136.464352,-134.848047,-1126.43203,-64.253266,0.560542,0.312196,0.872738,-0.044007,-0.044209,-0.088216,0.389167,-0.94281,-0.553643,0.124678,-0.121484,0.00319400000000003,0.0591124324324324,0.288743243243243,0.25
"181","KOT013ab_throw20_rap20 - KOT_RH (6Hz)",0.95,-56.991437,152.77007,-1.161584,-0.22174,2.104422,-0.27011,-73.661407,-63.421326,-2.263193,10.412414,30.851443,92.714534,1.27,0.612596,10.464213,377.718549,-33.574935,-71.041592,-70.599607,-3.286215,97.913538,-3.047837,99.870343,-0.472423,-0.261996,2.46416,-0.115895,1.25,-27.608238,-73.068146,-70.213778,99.226959,2.104229,100.352916,1.46,1.85,-22.357225,296.263453,-3.914736,-28.5052,8.25212,-34.578466,90.101217,15.53078,64.337328,-0.064784,-0.307337,1.53311,-0.100645,0.384682,0.135752,418.465523,502.789321,669.911806,183.534046,2.762746,8384.594427,131.473791,-144.821561,-2835.104809,-9.185639,0.689161,0.407639,1.0968,-0.040256,-0.045341,-0.085597,0.359738,-0.93105,-0.571312,0.154215,0.01525,0.169465,0.242954594594595,0.239507567567568,0.24
"182","KOT013ab_throw3_rap3 - KOT_RH (6Hz)",0.95,-64.035233,301.951938,-1.20512,-0.224858,2.106372,-0.343032,-77.663564,-71.293736,8.274477,9.730073,63.272588,110.126212,1.29,0.584931,3.44184,328.909438,-37.760333,-67.49838,-68.390826,0.465314,99.054199,-10.861166,101.583634,-0.504296,-0.329072,2.269486,-0.234319,1.27,-33.939656,-70.612836,-69.21933,104.865145,-7.729676,101.938451,1.44,1.85,-30.09696,244.887104,-12.554095,-24.331283,-1.400716,-26.003936,84.404391,17.396529,63.413178,-0.200363,-0.375557,1.496052,-0.28613,-0.037683,0.182237,405.388935,466.187355,630.134992,182.972571,12.059378,12098.13516,160.792067,-129.881845,-2303.583071,-269.535204,0.700824,0.303933,1.004757,-0.104214,-0.046485,-0.150699,0.163114,-0.773434,-0.61032,0.108713,-0.051811,0.056902,0.0879351351351351,0.30151027027027,0.27
"183","KOT013ab_throw4_rap4 - KOT_RH (6Hz)",0.97,-65.042429,238.083776,-1.204438,-0.241958,2.212508,-0.282316,-82.039172,-71.79513,12.129572,29.354413,44.520318,104.162506,1.28,0.588774,4.609028,332.220313,-34.234331,-70.921305,-68.383833,3.43458,99.850596,-10.761353,93.214083,-0.528334,-0.329378,2.308682,-0.259962,1.24,-27.816636,-78.525459,-72.012588,107.726243,-9.21391,97.529208,1.44,1.85,-21.16724,192.38399,-13.268115,-25.78297,6.812198,-19.517363,107.024273,21.055086,71.256731,-0.233869,-0.381292,1.397441,-0.388385,0.181975,0.068641,275.4837,447.38994,637.084169,152.076117,15.392068,4170.008148,142.806024,-123.9488,-1307.62898,-47.733608,0.676104,0.294465,0.970569,-0.08742,-0.051914,-0.139334,0.096174,-0.911241,-0.815067,0.022354,-0.128423,-0.106069,0.224780540540541,0.243207027027027,0.27
"184","KOT013ab_throw5_rap5 - KOT_RH (6Hz)",0.69,-61.922962,204.510964,-1.154083,-0.277025,1.962641,-0.308372,-80.667902,-69.824725,7.258015,18.310388,42.451445,95.040066,1.01,0.574338,16.019959,240.369029,-38.004543,-68.013179,-68.721369,0.514633,102.097395,-13.00834,91.685957,-0.477717,-0.318976,2.371919,-0.073403,0.98,-31.973809,-72.108521,-73.103591,106.00469,-4.666471,97.21912,1.15,1.85,-37.569896,166.725892,-16.365392,-20.18166,3.280689,-22.016497,99.703848,11.347504,75.387395,-0.197584,-0.344288,1.53315,-0.232716,-0.113734,0.144391,364.657852,460.198712,657.02993,156.654809,10.01515,4121.607157,139.858011,-136.874868,-3395.547496,-129.195797,0.676366,0.280133,0.956499,-0.041951,-0.025312,-0.067263,0.409278,-0.838769,-0.429491,0.234969,-0.159313,0.075656,0.0453243243243243,0.264150810810811,0.28
